age,gender,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,device_Desktop,device_Mobile,device_Tablet
53.0,1,15.74,8.0,10.0,0.0,0.0,0.0,0.0,2.08,91.95,1.0,0,1,0
27.0,1,21.7,7.0,7.0,9.0,0.0,1.0,0.0,31.45,51.28,1.0,0,1,0
34.0,0,27.96,11.0,14.0,2.0,0.0,0.0,1.0,16.23,9.15,1.0,0,1,0
40.0,1,21.8,16.0,6.0,8.0,0.0,0.0,1.0,31.36,96.65,1.0,0,1,0
24.0,1,17.77,17.0,0.0,7.0,1.0,1.0,0.0,15.82,35.85,1.0,0,1,0
24.0,0,7.67,5.0,0.0,1.0,0.0,0.0,1.0,9.9,51.62,1.0,0,1,0
32.0,1,1.45,7.0,0.0,3.0,1.0,1.0,1.0,1.24,63.2,1.0,0,1,0
51.0,0,21.15,10.0,1.0,7.0,0.0,1.0,1.0,19.36,83.24,1.0,0,0,1
21.0,0,7.7,13.0,9.0,8.0,1.0,1.0,0.0,7.22,87.31,1.0,0,1,0
31.0,0,25.89,15.0,1.0,6.0,0.0,1.0,0.0,37.46,65.31,1.0,0,1,0
31.0,1,14.52,6.0,8.0,5.0,0.0,0.0,1.0,15.25,94.84,1.0,0,1,0
33.0,1,16.39,2.0,4.0,7.0,1.0,0.0,0.0,11.75,21.9,1.0,0,1,0
24.0,1,22.86,4.0,0.0,0.0,0.0,1.0,0.0,25.41,90.48,1.0,1,0,0
49.0,0,23.6,14.0,6.0,8.0,0.0,1.0,1.0,32.79,19.01,1.0,0,1,0
36.0,0,19.64,15.0,9.0,7.0,1.0,0.0,0.0,14.03,89.44,1.0,0,1,0
19.0,0,28.21,14.0,1.0,3.0,1.0,1.0,1.0,23.63,21.59,1.0,1,0,0
27.0,1,29.49,4.0,2.0,9.0,0.0,0.0,0.0,31.6,71.92,1.0,0,1,0
34.0,1,28.46,6.0,3.0,3.0,0.0,0.0,1.0,42.33,81.7,1.0,0,1,0
54.0,1,24.9,7.0,2.0,3.0,1.0,1.0,1.0,24.04,39.05,1.0,0,1,0
29.0,1,21.46,13.0,2.0,5.0,0.0,0.0,0.0,23.27,11.35,1.0,0,1,0
23.0,1,15.74,17.0,8.0,1.0,0.0,1.0,1.0,12.86,36.25,1.0,1,0,0
39.0,0,4.01,17.0,11.0,3.0,0.0,1.0,1.0,5.05,6.16,1.0,0,1,0
49.0,1,8.87,4.0,14.0,3.0,1.0,0.0,0.0,6.39,65.93,1.0,0,1,0
58.0,0,1.16,19.0,3.0,7.0,0.0,1.0,1.0,0.96,69.72,1.0,0,1,0
37.0,0,4.98,13.0,7.0,1.0,1.0,0.0,0.0,6.02,26.83,1.0,0,1,0
18.0,1,13.74,9.0,0.0,7.0,0.0,0.0,0.0,16.66,65.16,1.0,0,0,1
23.0,0,5.25,2.0,12.0,9.0,0.0,1.0,0.0,4.3,5.85,1.0,0,1,0
36.0,1,27.15,18.0,5.0,1.0,0.0,1.0,0.0,36.66,3.15,1.0,0,0,1
35.0,1,24.37,17.0,7.0,8.0,1.0,0.0,0.0,31.55,40.8,1.0,0,1,0
23.0,0,3.08,7.0,0.0,8.0,1.0,1.0,1.0,3.44,48.44,1.0,1,0,0
50.0,1,8.22,17.0,4.0,5.0,1.0,0.0,1.0,5.58,1.86,1.0,0,1,0
40.0,1,24.75,10.0,6.0,9.0,0.0,0.0,0.0,34.77,58.99,1.0,0,1,0
40.0,0,24.29,14.0,12.0,4.0,0.0,1.0,1.0,24.96,83.28,1.0,1,0,0
43.0,0,28.42,12.0,11.0,6.0,1.0,1.0,0.0,24.91,41.05,1.0,1,0,0
30.0,0,29.93,12.0,0.0,7.0,1.0,0.0,1.0,42.72,74.71,1.0,0,1,0
24.0,0,29.31,17.0,8.0,7.0,1.0,1.0,0.0,43.13,15.11,1.0,0,1,0
32.0,0,12.89,19.0,11.0,2.0,0.0,1.0,1.0,15.69,52.96,1.0,0,1,0
44.0,0,8.26,14.0,10.0,2.0,0.0,1.0,1.0,10.67,78.92,1.0,0,0,1
43.0,1,22.99,17.0,7.0,4.0,1.0,1.0,1.0,17.17,68.2,1.0,0,1,0
50.0,1,9.68,15.0,7.0,4.0,0.0,1.0,1.0,7.35,77.97,1.0,1,0,0
32.0,1,24.39,6.0,14.0,1.0,0.0,1.0,1.0,26.08,72.11,1.0,1,0,0
53.0,0,16.48,19.0,13.0,4.0,1.0,0.0,0.0,24.44,12.1,1.0,1,0,0
44.0,1,24.02,6.0,1.0,0.0,0.0,1.0,1.0,29.86,10.27,1.0,0,1,0
22.0,0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,11.21,97.55,1.0,0,1,0
19.0,1,15.73,4.0,8.0,6.0,1.0,1.0,0.0,11.92,48.23,1.0,0,0,1
50.0,0,17.36,1.0,12.0,0.0,1.0,0.0,1.0,15.97,73.24,1.0,1,0,0
33.0,1,28.35,19.0,13.0,2.0,1.0,1.0,1.0,23.89,68.15,1.0,1,0,0
40.0,0,8.73,11.0,13.0,7.0,1.0,0.0,0.0,7.0,4.43,1.0,0,1,0
55.0,0,28.16,7.0,3.0,8.0,0.0,1.0,1.0,14.3,49.66,1.0,1,0,0
33.0,0,24.34,2.0,14.0,2.0,1.0,0.0,1.0,14.6,52.14,1.0,0,1,0
31.0,0,22.2,4.0,5.0,5.0,1.0,0.0,0.0,14.77,80.86,1.0,0,1,0
46.0,1,23.82,6.0,12.0,5.0,0.0,0.0,1.0,21.73,96.22,1.0,1,0,0
43.0,1,18.56,5.0,9.0,5.0,0.0,0.0,1.0,14.9,28.94,1.0,0,1,0
52.0,0,8.08,9.0,1.0,4.0,1.0,0.0,0.0,11.34,5.89,1.0,1,0,0
32.0,0,6.5,11.0,14.0,5.0,1.0,1.0,1.0,4.55,47.53,1.0,0,1,0
20.0,0,26.12,18.0,3.0,5.0,1.0,1.0,0.0,19.56,2.98,1.0,0,1,0
40.0,1,22.03,17.0,7.0,9.0,1.0,1.0,0.0,14.94,38.54,1.0,0,1,0
46.0,0,7.18,13.0,14.0,5.0,0.0,0.0,1.0,9.75,27.33,1.0,0,1,0
51.0,0,18.84,17.0,2.0,7.0,1.0,0.0,0.0,13.23,24.3,1.0,0,1,0
50.0,1,13.98,10.0,1.0,5.0,1.0,1.0,0.0,11.91,0.16,1.0,1,0,0
58.0,0,5.6,18.0,13.0,2.0,1.0,1.0,1.0,6.55,25.06,1.0,1,0,0
58.0,0,16.42,17.0,7.0,6.0,1.0,1.0,0.0,9.48,31.99,1.0,0,1,0
40.0,1,9.16,12.0,4.0,5.0,0.0,1.0,0.0,12.06,91.1,1.0,0,1,0
24.0,0,3.79,15.0,4.0,8.0,0.0,1.0,1.0,4.57,8.83,1.0,1,0,0
20.0,0,14.54,19.0,7.0,3.0,1.0,1.0,1.0,11.07,76.7,1.0,1,0,0
49.0,1,18.11,15.0,10.0,0.0,1.0,0.0,1.0,16.15,72.49,1.0,1,0,0
48.0,0,2.36,13.0,14.0,5.0,1.0,1.0,0.0,2.64,32.63,1.0,1,0,0
35.0,1,12.66,7.0,7.0,8.0,0.0,0.0,1.0,18.31,90.7,1.0,0,1,0
24.0,0,8.47,11.0,12.0,7.0,1.0,1.0,1.0,9.56,65.53,1.0,0,1,0
58.0,0,1.89,8.0,6.0,1.0,0.0,0.0,1.0,1.42,9.7,1.0,0,1,0
18.0,0,4.64,16.0,4.0,2.0,0.0,1.0,0.0,4.56,20.4,1.0,0,1,0
31.0,0,5.03,11.0,6.0,7.0,1.0,0.0,1.0,4.78,40.11,1.0,1,0,0
49.0,0,6.3,5.0,12.0,8.0,0.0,0.0,0.0,6.51,96.73,1.0,0,1,0
23.0,1,24.3,7.0,0.0,7.0,0.0,0.0,0.0,24.76,26.44,1.0,0,0,1
56.0,0,15.74,16.0,2.0,9.0,1.0,0.0,0.0,11.88,42.82,1.0,1,0,0
27.0,0,5.27,16.0,14.0,0.0,1.0,0.0,0.0,7.23,56.07,1.0,1,0,0
24.0,1,3.91,17.0,2.0,2.0,0.0,0.0,1.0,3.25,35.55,1.0,0,0,1
43.0,1,9.64,19.0,1.0,7.0,0.0,1.0,0.0,9.93,70.1,1.0,0,1,0
51.0,0,24.14,15.0,5.0,0.0,0.0,0.0,1.0,18.37,66.09,1.0,1,0,0
39.0,1,11.57,15.0,2.0,6.0,1.0,1.0,1.0,10.82,6.04,1.0,0,1,0
53.0,0,5.64,15.0,7.0,3.0,0.0,0.0,1.0,6.66,42.87,1.0,0,1,0
38.0,1,12.72,3.0,3.0,6.0,1.0,1.0,0.0,16.0,78.11,1.0,1,0,0
34.0,1,17.1,12.0,2.0,3.0,0.0,1.0,1.0,22.34,49.5,1.0,0,1,0
50.0,0,1.86,6.0,6.0,7.0,1.0,1.0,1.0,2.3,46.02,1.0,0,0,1
27.0,1,19.2,5.0,3.0,5.0,0.0,1.0,1.0,18.56,72.99,1.0,1,0,0
59.0,0,12.46,11.0,4.0,9.0,0.0,0.0,1.0,6.7,67.05,1.0,1,0,0
29.0,1,1.28,12.0,13.0,9.0,1.0,0.0,0.0,1.31,83.76,1.0,0,1,0
33.0,1,20.54,7.0,6.0,7.0,1.0,0.0,1.0,11.4,5.1,1.0,1,0,0
58.0,1,21.66,9.0,3.0,0.0,0.0,0.0,0.0,31.76,53.53,1.0,0,1,0
49.0,0,19.24,18.0,13.0,8.0,0.0,0.0,0.0,16.89,66.03,1.0,1,0,0
32.0,0,10.92,14.0,5.0,8.0,0.0,1.0,1.0,10.96,67.54,1.0,0,1,0
44.0,1,16.36,4.0,8.0,5.0,0.0,1.0,0.0,10.3,92.24,1.0,1,0,0
45.0,0,12.23,8.0,14.0,8.0,1.0,0.0,1.0,18.29,41.16,1.0,0,1,0
34.0,0,21.32,16.0,5.0,5.0,0.0,1.0,1.0,21.15,79.51,1.0,0,1,0
19.0,0,17.92,4.0,4.0,5.0,1.0,1.0,0.0,14.31,78.6,1.0,0,1,0
53.0,1,3.37,19.0,14.0,3.0,1.0,0.0,1.0,2.34,26.89,1.0,0,1,0
24.0,0,19.65,6.0,14.0,2.0,1.0,0.0,1.0,22.6,26.83,1.0,1,0,0
30.0,1,20.93,19.0,11.0,2.0,1.0,0.0,1.0,19.6,94.28,1.0,0,1,0
32.0,1,11.75,15.0,13.0,1.0,1.0,0.0,0.0,9.6,32.44,1.0,0,1,0
42.0,1,26.4,12.0,12.0,3.0,1.0,0.0,1.0,13.45,41.44,1.0,0,1,0
40.0,1,25.45,12.0,0.0,8.0,0.0,0.0,1.0,13.65,60.4,1.0,0,1,0
39.0,1,6.08,2.0,7.0,6.0,0.0,1.0,0.0,7.26,31.66,1.0,0,1,0
43.0,0,27.22,9.0,4.0,2.0,1.0,0.0,0.0,26.69,66.18,1.0,1,0,0
50.0,0,13.79,10.0,4.0,7.0,0.0,0.0,1.0,18.6,28.94,1.0,0,1,0
28.0,1,21.99,1.0,2.0,8.0,1.0,1.0,1.0,27.57,52.73,1.0,0,1,0
27.0,0,24.61,14.0,9.0,0.0,1.0,0.0,1.0,26.42,55.96,1.0,0,1,0
42.0,0,15.65,13.0,11.0,0.0,1.0,0.0,1.0,16.6,80.06,1.0,0,1,0
54.0,0,12.57,5.0,1.0,8.0,0.0,1.0,1.0,15.65,86.01,1.0,0,1,0
55.0,0,27.55,7.0,0.0,8.0,0.0,0.0,1.0,34.19,68.16,1.0,0,1,0
58.0,0,7.69,14.0,8.0,6.0,0.0,0.0,0.0,6.42,27.0,1.0,1,0,0
41.0,0,8.45,16.0,4.0,2.0,1.0,0.0,0.0,5.11,46.39,1.0,0,1,0
57.0,0,11.49,18.0,9.0,3.0,0.0,1.0,1.0,14.61,56.28,1.0,0,1,0
50.0,1,25.92,14.0,11.0,6.0,1.0,0.0,0.0,18.74,29.78,1.0,0,1,0
34.0,1,28.22,1.0,14.0,8.0,1.0,1.0,0.0,36.44,94.0,1.0,1,0,0
41.0,1,7.38,6.0,3.0,7.0,0.0,0.0,0.0,8.25,10.86,1.0,0,0,1
54.0,0,26.05,10.0,6.0,7.0,1.0,1.0,1.0,22.35,83.35,1.0,0,1,0
19.0,1,8.49,6.0,12.0,0.0,1.0,1.0,0.0,11.48,42.64,1.0,0,0,1
49.0,1,29.15,2.0,3.0,5.0,1.0,0.0,0.0,34.72,94.55,1.0,0,1,0
41.0,0,18.32,7.0,7.0,5.0,1.0,0.0,0.0,19.15,53.25,1.0,0,1,0
26.0,0,1.21,17.0,14.0,4.0,1.0,1.0,1.0,0.97,72.97,1.0,0,1,0
21.0,1,1.99,14.0,1.0,0.0,0.0,1.0,0.0,2.96,73.45,0.0,0,1,0
34.0,1,5.28,7.0,8.0,2.0,1.0,1.0,1.0,7.07,69.8,1.0,0,1,0
34.0,1,6.44,9.0,7.0,3.0,1.0,0.0,1.0,4.1,4.94,1.0,0,1,0
47.0,0,23.26,19.0,11.0,9.0,0.0,0.0,0.0,30.38,62.22,1.0,0,1,0
57.0,0,7.46,11.0,14.0,6.0,0.0,1.0,0.0,4.63,89.48,1.0,0,1,0
28.0,0,29.11,3.0,3.0,4.0,1.0,1.0,1.0,21.77,84.35,1.0,0,1,0
38.0,1,19.45,4.0,7.0,1.0,0.0,0.0,0.0,14.3,91.49,1.0,0,1,0
38.0,1,21.08,5.0,11.0,2.0,1.0,1.0,1.0,28.88,44.44,1.0,1,0,0
35.0,0,7.32,4.0,12.0,0.0,0.0,0.0,1.0,8.1,45.46,1.0,0,1,0
46.0,1,26.89,13.0,8.0,5.0,0.0,1.0,1.0,32.24,80.82,1.0,1,0,0
39.0,1,20.37,9.0,14.0,7.0,0.0,0.0,1.0,12.01,30.35,1.0,1,0,0
27.0,0,26.07,14.0,1.0,3.0,1.0,1.0,0.0,21.7,76.51,1.0,0,1,0
34.0,1,28.74,16.0,3.0,1.0,0.0,0.0,1.0,23.64,50.44,1.0,0,1,0
35.0,1,4.64,6.0,10.0,3.0,1.0,0.0,1.0,2.47,26.43,1.0,0,1,0
39.0,1,3.8,10.0,5.0,9.0,0.0,1.0,1.0,4.58,64.37,1.0,0,1,0
37.0,0,24.3,13.0,6.0,3.0,1.0,1.0,1.0,19.62,29.58,1.0,0,1,0
54.0,0,26.12,3.0,4.0,4.0,0.0,1.0,1.0,29.6,67.18,1.0,0,1,0
35.0,1,17.93,11.0,9.0,2.0,0.0,0.0,1.0,9.45,56.93,1.0,0,1,0
34.0,0,11.61,3.0,11.0,8.0,0.0,1.0,0.0,5.82,72.22,1.0,1,0,0
26.0,0,19.93,7.0,9.0,6.0,0.0,0.0,0.0,13.35,59.91,1.0,0,1,0
31.0,0,9.86,10.0,12.0,8.0,0.0,0.0,1.0,11.86,49.5,1.0,1,0,0
46.0,1,7.91,1.0,6.0,6.0,0.0,0.0,0.0,8.73,99.62,1.0,0,1,0
48.0,0,15.16,4.0,13.0,9.0,0.0,0.0,1.0,10.63,46.78,1.0,1,0,0
21.0,1,7.27,8.0,10.0,3.0,1.0,0.0,0.0,7.44,59.83,1.0,0,1,0
35.0,1,15.03,17.0,14.0,4.0,1.0,0.0,1.0,16.82,10.19,1.0,0,1,0
37.0,0,28.74,5.0,3.0,6.0,0.0,0.0,1.0,41.36,95.04,1.0,0,0,1
26.0,1,25.35,17.0,7.0,5.0,1.0,0.0,1.0,32.0,49.5,1.0,1,0,0
30.0,0,28.31,9.0,2.0,8.0,0.0,1.0,0.0,18.0,10.28,1.0,0,1,0
32.0,0,24.38,8.0,12.0,2.0,0.0,1.0,0.0,18.78,40.0,1.0,0,1,0
44.0,1,11.29,7.0,2.0,7.0,0.0,1.0,0.0,10.2,8.13,1.0,1,0,0
32.0,1,24.55,5.0,4.0,9.0,1.0,1.0,0.0,14.86,49.72,1.0,1,0,0
45.0,0,27.76,4.0,5.0,3.0,1.0,1.0,1.0,29.3,27.71,1.0,0,1,0
54.0,0,28.46,3.0,2.0,8.0,1.0,0.0,1.0,40.05,34.03,1.0,0,1,0
36.0,0,20.81,8.0,9.0,0.0,0.0,1.0,0.0,16.78,6.91,1.0,1,0,0
43.0,0,7.13,5.0,14.0,4.0,1.0,1.0,1.0,10.59,76.24,1.0,0,1,0
43.0,1,2.15,5.0,1.0,3.0,1.0,0.0,0.0,1.61,84.11,1.0,1,0,0
42.0,1,5.27,17.0,4.0,4.0,0.0,0.0,1.0,5.12,14.01,1.0,0,1,0
43.0,1,29.0,15.0,9.0,5.0,0.0,1.0,1.0,24.45,75.07,1.0,0,0,1
43.0,0,14.4,8.0,5.0,0.0,0.0,1.0,0.0,11.64,12.86,1.0,1,0,0
45.0,1,25.79,7.0,2.0,7.0,0.0,1.0,0.0,22.64,8.55,1.0,1,0,0
35.0,1,14.49,10.0,6.0,2.0,0.0,1.0,1.0,7.71,11.41,1.0,0,1,0
49.0,1,20.16,12.0,7.0,6.0,0.0,0.0,1.0,20.81,3.18,1.0,0,1,0
20.0,1,1.7,4.0,14.0,6.0,0.0,1.0,1.0,2.11,37.61,1.0,0,1,0
19.0,0,8.25,18.0,11.0,8.0,0.0,1.0,1.0,11.25,95.29,1.0,1,0,0
50.0,1,13.65,4.0,12.0,6.0,1.0,0.0,1.0,11.25,89.93,1.0,1,0,0
59.0,1,19.29,10.0,1.0,7.0,1.0,1.0,1.0,20.26,33.19,1.0,0,1,0
36.0,1,5.97,3.0,13.0,3.0,0.0,0.0,1.0,8.31,79.46,1.0,1,0,0
34.0,1,23.17,5.0,12.0,9.0,1.0,0.0,1.0,30.12,49.5,1.0,1,0,0
50.0,0,11.57,12.0,9.0,3.0,0.0,0.0,1.0,11.15,15.21,1.0,0,1,0
29.0,0,24.71,5.0,3.0,9.0,1.0,0.0,1.0,16.43,22.95,1.0,0,1,0
20.0,1,3.84,10.0,2.0,7.0,1.0,0.0,0.0,4.06,69.05,1.0,1,0,0
43.0,0,20.71,4.0,6.0,3.0,1.0,1.0,1.0,30.85,26.4,1.0,0,1,0
52.0,0,9.51,6.0,7.0,3.0,0.0,1.0,1.0,11.96,93.82,1.0,1,0,0
25.0,0,24.07,10.0,2.0,9.0,0.0,0.0,1.0,32.45,23.07,1.0,0,1,0
53.0,0,12.66,6.0,5.0,2.0,0.0,1.0,0.0,8.72,79.91,1.0,0,0,1
24.0,1,20.3,1.0,0.0,2.0,0.0,0.0,1.0,28.5,75.81,1.0,0,1,0
53.0,0,28.09,16.0,4.0,3.0,0.0,0.0,0.0,14.44,50.38,1.0,0,1,0
33.0,0,1.6,11.0,1.0,1.0,0.0,1.0,0.0,2.18,26.33,1.0,0,1,0
41.0,1,1.32,10.0,0.0,2.0,1.0,1.0,0.0,0.98,3.39,1.0,0,1,0
18.0,1,23.34,18.0,12.0,1.0,1.0,1.0,1.0,26.2,82.84,1.0,0,1,0
42.0,1,19.75,6.0,6.0,5.0,0.0,1.0,1.0,15.66,37.78,1.0,0,1,0
27.0,1,9.5,17.0,9.0,2.0,0.0,1.0,1.0,6.04,34.01,1.0,0,0,1
33.0,0,15.34,12.0,3.0,1.0,1.0,0.0,1.0,11.46,4.45,1.0,0,0,1
33.0,1,2.22,17.0,4.0,8.0,1.0,1.0,0.0,2.16,15.13,1.0,0,1,0
25.0,0,6.58,18.0,1.0,7.0,1.0,1.0,1.0,9.34,36.79,1.0,1,0,0
46.0,0,13.31,10.0,7.0,4.0,0.0,1.0,0.0,11.83,69.08,1.0,0,1,0
56.0,1,25.19,12.0,14.0,8.0,0.0,1.0,0.0,14.0,20.73,1.0,1,0,0
45.0,1,14.91,4.0,10.0,4.0,1.0,1.0,1.0,7.81,16.36,1.0,1,0,0
23.0,0,18.0,10.0,12.0,4.0,1.0,1.0,1.0,12.78,26.23,1.0,0,1,0
33.0,0,15.74,5.0,9.0,3.0,1.0,0.0,0.0,14.54,28.34,1.0,1,0,0
37.0,1,15.74,4.0,13.0,2.0,1.0,0.0,0.0,8.68,41.0,1.0,1,0,0
33.0,1,21.32,16.0,2.0,9.0,1.0,0.0,1.0,18.85,36.09,1.0,0,1,0
39.0,1,25.99,5.0,6.0,8.0,1.0,0.0,1.0,38.26,7.39,1.0,0,0,1
58.0,0,6.88,19.0,10.0,3.0,1.0,0.0,1.0,5.55,61.79,1.0,0,0,1
31.0,0,11.34,6.0,0.0,6.0,0.0,1.0,0.0,12.46,13.05,1.0,0,1,0
43.0,1,29.41,7.0,9.0,4.0,0.0,0.0,0.0,38.79,86.84,1.0,1,0,0
39.0,0,29.51,10.0,0.0,6.0,1.0,1.0,0.0,29.89,85.95,1.0,0,0,1
31.0,1,7.47,7.0,13.0,7.0,1.0,0.0,0.0,8.94,7.24,1.0,0,1,0
24.0,0,2.93,14.0,6.0,7.0,1.0,0.0,1.0,4.32,41.31,1.0,0,1,0
50.0,0,15.74,10.0,0.0,9.0,1.0,1.0,1.0,7.3,47.69,1.0,0,1,0
43.0,1,12.53,11.0,11.0,5.0,1.0,1.0,1.0,7.19,99.59,1.0,1,0,0
37.0,1,13.79,14.0,8.0,4.0,0.0,0.0,1.0,12.83,25.13,1.0,1,0,0
20.0,1,18.95,12.0,8.0,1.0,1.0,0.0,1.0,19.72,63.6,1.0,0,1,0
21.0,0,27.09,4.0,7.0,7.0,1.0,0.0,1.0,29.26,45.71,1.0,0,0,1
43.0,0,10.58,13.0,7.0,4.0,1.0,1.0,0.0,13.1,76.86,1.0,1,0,0
28.0,1,25.65,3.0,14.0,7.0,1.0,0.0,1.0,35.86,24.84,1.0,1,0,0
19.0,1,3.71,13.0,3.0,5.0,0.0,1.0,0.0,3.71,68.09,1.0,0,1,0
31.0,1,2.21,19.0,3.0,7.0,0.0,1.0,1.0,1.42,12.99,1.0,0,1,0
47.0,0,15.62,15.0,4.0,0.0,0.0,1.0,1.0,14.11,1.51,1.0,1,0,0
29.0,1,2.73,19.0,8.0,8.0,0.0,1.0,1.0,1.79,1.82,1.0,0,1,0
43.0,0,12.38,4.0,2.0,8.0,0.0,1.0,0.0,8.45,49.27,1.0,1,0,0
50.0,0,27.01,6.0,3.0,2.0,0.0,1.0,0.0,13.55,77.07,1.0,1,0,0
30.0,0,8.0,15.0,9.0,4.0,0.0,0.0,0.0,11.44,57.76,1.0,0,1,0
31.0,0,21.47,4.0,4.0,6.0,1.0,1.0,1.0,26.74,3.63,1.0,1,0,0
41.0,1,9.77,6.0,6.0,7.0,0.0,0.0,0.0,5.86,55.21,1.0,0,1,0
51.0,0,2.3,2.0,4.0,6.0,0.0,1.0,1.0,3.27,11.33,1.0,0,1,0
43.0,1,17.14,4.0,8.0,2.0,0.0,0.0,1.0,23.49,96.54,1.0,0,1,0
38.0,1,25.21,10.0,5.0,6.0,0.0,1.0,1.0,35.54,35.26,1.0,0,1,0
45.0,1,12.87,15.0,2.0,0.0,0.0,1.0,0.0,7.69,50.34,1.0,0,1,0
53.0,1,18.9,12.0,5.0,4.0,1.0,0.0,0.0,10.96,33.87,1.0,1,0,0
57.0,0,27.1,8.0,5.0,8.0,1.0,1.0,0.0,15.39,46.71,1.0,1,0,0
19.0,1,23.9,12.0,14.0,1.0,1.0,0.0,1.0,35.06,95.85,1.0,0,1,0
59.0,0,6.62,9.0,11.0,2.0,1.0,1.0,0.0,7.68,26.05,1.0,1,0,0
26.0,0,22.27,7.0,9.0,8.0,1.0,0.0,1.0,15.1,71.81,1.0,0,1,0
40.0,0,15.55,8.0,0.0,2.0,1.0,0.0,1.0,22.22,75.53,1.0,0,1,0
32.0,0,22.63,10.0,6.0,7.0,0.0,1.0,0.0,21.34,19.06,1.0,1,0,0
30.0,1,15.34,11.0,2.0,5.0,1.0,1.0,1.0,19.72,72.91,1.0,1,0,0
40.0,0,4.71,2.0,0.0,6.0,0.0,0.0,1.0,5.35,64.8,1.0,1,0,0
34.0,1,17.53,4.0,0.0,5.0,1.0,1.0,1.0,20.15,29.1,1.0,0,1,0
19.0,0,15.27,9.0,4.0,9.0,1.0,0.0,0.0,14.35,52.27,1.0,1,0,0
37.0,0,16.02,8.0,13.0,6.0,1.0,0.0,1.0,14.34,59.0,1.0,1,0,0
37.0,1,26.49,5.0,9.0,9.0,1.0,0.0,1.0,17.53,83.66,1.0,0,0,1
20.0,0,26.95,14.0,9.0,9.0,1.0,0.0,0.0,15.38,12.48,1.0,0,1,0
29.0,0,14.15,2.0,1.0,2.0,1.0,1.0,0.0,20.21,97.2,1.0,0,1,0
57.0,0,14.22,10.0,1.0,4.0,0.0,1.0,1.0,20.43,76.92,1.0,1,0,0
19.0,0,15.94,8.0,11.0,5.0,1.0,1.0,0.0,18.19,53.5,1.0,0,0,1
53.0,0,16.07,2.0,3.0,8.0,1.0,1.0,0.0,14.27,77.62,1.0,0,1,0
31.0,1,28.56,15.0,9.0,3.0,1.0,0.0,1.0,15.0,73.32,1.0,0,1,0
33.0,0,19.83,2.0,7.0,7.0,1.0,0.0,1.0,18.79,46.01,1.0,0,1,0
36.0,0,9.05,11.0,10.0,7.0,0.0,0.0,1.0,10.49,33.61,1.0,0,1,0
51.0,1,16.41,14.0,11.0,9.0,0.0,1.0,0.0,13.13,98.86,1.0,0,1,0
23.0,0,19.19,10.0,11.0,5.0,1.0,0.0,0.0,16.17,88.44,1.0,0,1,0
30.0,1,19.55,7.0,14.0,7.0,1.0,0.0,1.0,19.01,95.09,1.0,0,1,0
53.0,0,17.97,14.0,14.0,4.0,0.0,0.0,1.0,17.88,4.85,1.0,0,1,0
39.0,0,6.15,13.0,6.0,0.0,1.0,1.0,0.0,7.64,81.52,1.0,0,1,0
35.0,1,15.74,2.0,7.0,3.0,1.0,1.0,1.0,1.97,89.12,1.0,0,1,0
29.0,0,10.8,10.0,10.0,5.0,1.0,1.0,1.0,14.53,47.69,1.0,0,1,0
47.0,0,13.4,1.0,7.0,8.0,0.0,1.0,0.0,13.17,89.09,1.0,0,0,1
57.0,1,2.79,1.0,6.0,3.0,0.0,0.0,0.0,1.48,10.09,1.0,0,1,0
24.0,1,24.63,3.0,8.0,5.0,0.0,1.0,1.0,14.3,6.05,1.0,1,0,0
49.0,0,10.98,11.0,6.0,9.0,0.0,0.0,1.0,13.38,29.16,1.0,0,1,0
36.0,1,27.5,19.0,3.0,4.0,1.0,1.0,1.0,26.18,2.62,1.0,0,0,1
23.0,0,5.48,9.0,8.0,8.0,0.0,0.0,0.0,5.27,68.4,1.0,0,1,0
37.0,1,2.65,13.0,8.0,9.0,1.0,0.0,1.0,3.92,92.7,1.0,0,1,0
44.0,0,14.99,4.0,2.0,5.0,0.0,1.0,1.0,16.06,29.51,1.0,0,1,0
54.0,1,6.48,6.0,9.0,2.0,0.0,1.0,0.0,4.0,65.96,1.0,1,0,0
24.0,1,28.18,2.0,13.0,1.0,1.0,0.0,0.0,26.31,46.8,1.0,0,1,0
22.0,1,1.3,9.0,7.0,2.0,1.0,0.0,0.0,1.38,25.51,1.0,0,1,0
28.0,1,12.97,18.0,0.0,5.0,0.0,0.0,0.0,6.97,91.86,1.0,0,1,0
32.0,1,15.74,4.0,1.0,9.0,0.0,1.0,0.0,24.11,95.79,1.0,1,0,0
20.0,1,12.15,1.0,7.0,7.0,1.0,1.0,1.0,17.83,13.48,1.0,0,1,0
22.0,1,3.7,1.0,12.0,7.0,0.0,1.0,0.0,4.63,76.7,1.0,0,1,0
40.0,1,9.78,17.0,7.0,4.0,0.0,1.0,1.0,8.53,18.88,1.0,0,1,0
54.0,1,15.44,19.0,5.0,0.0,0.0,0.0,0.0,11.77,48.82,1.0,0,1,0
26.0,0,6.37,3.0,7.0,0.0,0.0,1.0,1.0,4.99,36.1,1.0,1,0,0
32.0,1,14.53,17.0,13.0,6.0,1.0,1.0,0.0,19.3,24.4,1.0,0,1,0
20.0,0,25.25,3.0,13.0,1.0,1.0,1.0,0.0,22.77,67.58,1.0,0,1,0
